"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01132","","","","10","6","3","1","2","2","2","6","6","11","5.8","0.28","10.17","4.92","6.08","16.25","17","0.966666667","0.025454545","0.357647059","2.833333333","1.7","1","0.6","1.013333333","0.608","1.695","1.017","35.29411765","37.41538462","60","19.33333333","20.26666667","33.9","54.16666667","32.22222222","33.77777778","56.5","90.27777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01154","","","","10","8","3","1","2","4","1","8","5","9","4.8","0.2","20.22","5.46","5","25.22","14","0.96","0.022222222","0.357142857","1.75","1.4","0.625","0.5","0.625","0.5","2.5275","2.022","35.71428571","19.82553529","80","16","16.66666667","67.4","84.06666667","20","20.83333333","84.25","105.0833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01176","","","","10","4","1","1","4","","2","4","0","0","0","0","13.18","","0","13.18","0","","","","0","0","0","0","0","0","3.295","1.318","","0","40","0","0","43.93333333","43.93333333","0","0","109.8333333","109.8333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01177","","","","10","5","3","1","1","2","2","5","12","15","9","0.32","17.2","10.5","9.32","26.52","27","0.75","0.021333333","0.345185185","5.4","2.7","2.4","1.2","1.864","0.932","3.44","1.72","44.44444444","35.14328808","50","30","31.06666667","57.33333333","88.4","60","62.13333333","114.6666667","176.8"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01199","","","","10","7","3","2","1","3","2","5","9","13","3.8","0.36","14.14","10.5","4.16","18.3","22","0.422222222","0.027692308","0.189090909","4.4","2.2","1.8","0.9","0.832","0.416","2.828","1.414","40.90909091","22.73224044","50","12.66666667","13.86666667","47.13333333","61","25.33333333","27.73333333","94.26666667","122"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01221","","","","10","7","2","1","1","1","2","7","17","3","6.8","0.12","10.13","10.5","6.92","17.05","20","0.4","0.04","0.346","2.857142857","2","2.428571429","1.7","0.988571429","0.692","1.447142857","1.013","85","40.58651026","70","22.66666667","23.06666667","33.76666667","56.83333333","32.38095238","32.95238095","48.23809524","81.19047619"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01244","","","","10","8","3","1","1","3","2","4","5","4","4.8","0.06","9.11","10.5","4.86","13.97","9","0.96","0.015","0.54","2.25","0.9","1.25","0.5","1.215","0.486","2.2775","0.911","55.55555556","34.78883321","40","16","16.2","30.36666667","46.56666667","40","40.5","75.91666667","116.4166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01266","","","","10","7","3","1","3","4","2","3","7","4","2.2","0.08","10.13","10.5","2.28","12.41","11","0.314285714","0.02","0.207272727","3.666666667","1.1","2.333333333","0.7","0.76","0.228","3.376666667","1.013","63.63636364","18.37228042","30","7.333333333","7.6","33.76666667","41.36666667","24.44444444","25.33333333","112.5555556","137.8888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01288","","","","10","2","1","1","5","2","2","1","1","0","0.08","0","2.25","7.76","0.08","2.33","1","0.08","","0.08","1","0.1","1","0.1","0.08","0.008","2.25","0.225","100","3.433476395","10","0.266666667","0.266666667","7.5","7.766666667","2.666666667","2.666666667","75","77.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01289","","","","10","3","1","1","3","1","2","3","2","1","3","","11.23","7.23","","","3","1.5","","","1","0.3","0.666666667","0.2","","","3.743333333","1.123","66.66666667","","30","10","","37.43333333","","33.33333333","","124.7777778",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01311","","","","10","6","2","1","4","1","2","6","1","1","0.28","0.01","4.18","7.23","0.29","4.47","2","0.28","0.01","0.145","0.333333333","0.2","0.166666667","0.1","0.048333333","0.029","0.696666667","0.418","50","6.487695749","60","0.933333333","0.966666667","13.93333333","14.9","1.555555556","1.611111111","23.22222222","24.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01333","","","","10","7","2","1","4","1","1","7","1","0","0.12","0","6.15","10.5","0.12","6.27","1","0.12","","0.12","0.142857143","0.1","0.142857143","0.1","0.017142857","0.012","0.878571429","0.615","100","1.913875598","70","0.4","0.4","20.5","20.9","0.571428571","0.571428571","29.28571429","29.85714286"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01356","","","","10","10","2","1","4","2","2","10","3","7","0.29","0.02","5.13","5.49","0.31","5.44","10","0.096666667","0.002857143","0.031","1","1","0.3","0.3","0.031","0.031","0.513","0.513","30","5.698529412","100","0.966666667","1.033333333","17.1","18.13333333","0.966666667","1.033333333","17.1","18.13333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01378","","","","10","5","2","1","4","2","1","5","1","2","0.6","0.14","2.15","1.17","0.74","2.89","3","0.6","0.07","0.246666667","0.6","0.3","0.2","0.1","0.148","0.074","0.43","0.215","33.33333333","25.60553633","50","2","2.466666667","7.166666667","9.633333333","4","4.933333333","14.33333333","19.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01400","","","","10","5","1","1","1","2","2","5","6","7","2.8","0.2","10.16","3.76","3","13.16","13","0.466666667","0.028571429","0.230769231","2.6","1.3","1.2","0.6","0.6","0.3","2.032","1.016","46.15384615","22.79635258","50","9.333333333","10","33.86666667","43.86666667","18.66666667","20","67.73333333","87.73333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01401","","","","10","4","3","1","2","3","2","3","3","3","3","0.16","3.1","7.76","3.16","6.26","6","1","0.053333333","0.526666667","2","0.6","1","0.3","1.053333333","0.316","1.033333333","0.31","50","50.47923323","30","10","10.53333333","10.33333333","20.86666667","33.33333333","35.11111111","34.44444444","69.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01417","","","","10","4","1","1","2","1","1","4","2","0","0.8","0","18.19","11.03","0.8","18.99","2","0.4","","0.4","0.5","0.2","0.5","0.2","0.2","0.08","4.5475","1.819","100","4.212743549","40","2.666666667","2.666666667","60.63333333","63.3","6.666666667","6.666666667","151.5833333","158.25"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01423","","","","10","8","2","1","4","2","2","5","1","0","0.08","0","6.15","7.23","0.08","6.23","1","0.08","","0.08","0.2","0.1","0.2","0.1","0.016","0.008","1.23","0.615","100","1.284109149","50","0.266666667","0.266666667","20.5","20.76666667","0.533333333","0.533333333","41","41.53333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01445","","","","10","8","1","1","2","2","2","4","8","6","4.3","0.2","8.13","7.23","4.5","12.63","14","0.5375","0.033333333","0.321428571","3.5","1.4","2","0.8","1.125","0.45","2.0325","0.813","57.14285714","35.62945368","40","14.33333333","15","27.1","42.1","35.83333333","37.5","67.75","105.25"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01468","","","","10","7","1","1","3","2","2","5","9","5","2.4","0.28","5.16","7.76","2.68","7.84","14","0.266666667","0.056","0.191428571","2.8","1.4","1.8","0.9","0.536","0.268","1.032","0.516","64.28571429","34.18367347","50","8","8.933333333","17.2","26.13333333","16","17.86666667","34.4","52.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01490","","","","10","8","1","1","4","1","2","8","4","5","0.8","0.16","4.15","7.23","0.96","5.11","9","0.2","0.032","0.106666667","1.125","0.9","0.5","0.4","0.12","0.096","0.51875","0.415","44.44444444","18.78669276","80","2.666666667","3.2","13.83333333","17.03333333","3.333333333","4","17.29166667","21.29166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01512","","","","10","4","3","1","2","4","2","3","4","7","2","0.16","6.21","0.15","2.16","8.37","11","0.5","0.022857143","0.196363636","3.666666667","1.1","1.333333333","0.4","0.72","0.216","2.07","0.621","36.36363636","25.80645161","30","6.666666667","7.2","20.7","27.9","22.22222222","24","69","93"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01513","","","","10","2","1","1","4","2","2","2","1","0","0.28","0","11.16","4.92","0.28","11.44","1","0.28","","0.28","0.5","0.1","0.5","0.1","0.14","0.028","5.58","1.116","100","2.447552448","20","0.933333333","0.933333333","37.2","38.13333333","4.666666667","4.666666667","186","190.6666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01535","","","","10","5","2","1","2","2","2","5","5","8","2","0.4","8.28","4.92","2.4","10.68","13","0.4","0.05","0.184615385","2.6","1.3","1","0.5","0.48","0.24","1.656","0.828","38.46153846","22.47191011","50","6.666666667","8","27.6","35.6","13.33333333","16","55.2","71.2"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01557","","","","10","7","2","1","2","2","2","6","8","3","3.9","0.6","5.16","4.41","4.5","9.66","11","0.4875","0.2","0.409090909","1.833333333","1.1","1.333333333","0.8","0.75","0.45","0.86","0.516","72.72727273","46.58385093","60","13","15","17.2","32.2","21.66666667","25","28.66666667","53.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01580","","","","10","6","2","1","2","2","1","4","12","8","3.8","0.4","20.17","7.23","4.2","24.37","20","0.316666667","0.05","0.21","5","2","3","1.2","1.05","0.42","5.0425","2.017","60","17.23430447","40","12.66666667","14","67.23333333","81.23333333","31.66666667","35","168.0833333","203.0833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01602","","","","10","7","2","1","3","2","2","5","2","1","0.2","0.04","3.1","7.23","0.24","3.34","3","0.1","0.04","0.08","0.6","0.3","0.4","0.2","0.048","0.024","0.62","0.31","66.66666667","7.185628743","50","0.666666667","0.8","10.33333333","11.13333333","1.333333333","1.6","20.66666667","22.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01624","","","","10","8","1","1","2","2","2","8","7","2","4.2","0.08","6.14","7.76","4.28","10.42","9","0.6","0.04","0.475555556","1.125","0.9","0.875","0.7","0.535","0.428","0.7675","0.614","77.77777778","41.07485605","80","14","14.26666667","20.46666667","34.73333333","17.5","17.83333333","25.58333333","43.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01625","","","","10","6","2","1","2","2","2","5","8","6","5.3","0.2","21.24","6.12","5.5","26.74","14","0.6625","0.033333333","0.392857143","2.8","1.4","1.6","0.8","1.1","0.55","4.248","2.124","57.14285714","20.5684368","50","17.66666667","18.33333333","70.8","89.13333333","35.33333333","36.66666667","141.6","178.2666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01647","","","","10","5","3","1","3","3","2","4","2","4","1","0.12","5.24","6.12","1.12","6.36","6","0.5","0.03","0.186666667","1.5","0.6","0.5","0.2","0.28","0.112","1.31","0.524","33.33333333","17.61006289","40","3.333333333","3.733333333","17.46666667","21.2","8.333333333","9.333333333","43.66666667","53"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01669","","","","10","5","1","1","1","2","1","5","16","17","8.2","0.52","17.17","5.49","8.72","25.89","33","0.5125","0.030588235","0.264242424","6.6","3.3","3.2","1.6","1.744","0.872","3.434","1.717","48.48484848","33.6809579","50","27.33333333","29.06666667","57.23333333","86.3","54.66666667","58.13333333","114.4666667","172.6"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01692","","","","10","3","1","1","1","1","1","2","11","2","3.8","0.04","24.19","7.76","3.84","28.03","13","0.345454545","0.02","0.295384615","6.5","1.3","5.5","1.1","1.92","0.384","12.095","2.419","84.61538462","13.69960756","20","12.66666667","12.8","80.63333333","93.43333333","63.33333333","64","403.1666667","467.1666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01714","","","","10","7","2","1","2","2","2","7","12","21","3.5","0.64","13.14","10.5","4.14","17.28","33","0.291666667","0.03047619","0.125454545","4.714285714","3.3","1.714285714","1.2","0.591428571","0.414","1.877142857","1.314","36.36363636","23.95833333","70","11.66666667","13.8","43.8","57.6","16.66666667","19.71428571","62.57142857","82.28571429"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01736","","","","10","8","1","1","2","1","1","2","0","0","0","0","0.2","","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0.666666667","0.666666667","0","0","3.333333333","3.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01737","","","","10","5","1","1","5","2","1","5","7","8","6.4","0.24","11.16","7.76","6.64","17.8","15","0.914285714","0.03","0.442666667","3","1.5","1.4","0.7","1.328","0.664","2.232","1.116","46.66666667","37.30337079","50","21.33333333","22.13333333","37.2","59.33333333","42.66666667","44.26666667","74.4","118.6666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01759","","","","10","7","2","1","3","2","2","7","1","0","0.1","0","7.13","3.96","0.1","7.23","1","0.1","","0.1","0.142857143","0.1","0.142857143","0.1","0.014285714","0.01","1.018571429","0.713","100","1.383125864","70","0.333333333","0.333333333","23.76666667","24.1","0.476190476","0.476190476","33.95238095","34.42857143"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01781","","","","10","9","1","1","1","2","2","9","21","13","11.6","0.4","50.14","7.76","12","62.14","34","0.552380952","0.030769231","0.352941176","3.777777778","3.4","2.333333333","2.1","1.333333333","1.2","5.571111111","5.014","61.76470588","19.3112327","90","38.66666667","40","167.1333333","207.1333333","42.96296296","44.44444444","185.7037037","230.1481481"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01804","","","","10","5","1","1","1","2","2","5","11","25","5.5","1.8","10.19","6.12","7.3","17.49","36","0.5","0.072","0.202777778","7.2","3.6","2.2","1.1","1.46","0.73","2.038","1.019","30.55555556","41.73813608","50","18.33333333","24.33333333","33.96666667","58.3","36.66666667","48.66666667","67.93333333","116.6"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01826","","","","10","9","2","1","4","1","2","9","3","11","0.36","0.4","5.17","4.41","0.76","5.93","14","0.12","0.036363636","0.054285714","1.555555556","1.4","0.333333333","0.3","0.084444444","0.076","0.574444444","0.517","21.42857143","12.81618887","90","1.2","2.533333333","17.23333333","19.76666667","1.333333333","2.814814815","19.14814815","21.96296296"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01848","","","","10","6","1","1","1","2","2","5","15","7","6","0.12","8.2","3.76","6.12","14.32","22","0.4","0.017142857","0.278181818","4.4","2.2","3","1.5","1.224","0.612","1.64","0.82","68.18181818","42.73743017","50","20","20.4","27.33333333","47.73333333","40","40.8","54.66666667","95.46666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01849","","","","10","5","1","1","1","1","2","5","5","6","1.1","0.16","9.19","7.23","1.26","10.45","11","0.22","0.026666667","0.114545455","2.2","1.1","1","0.5","0.252","0.126","1.838","0.919","45.45454545","12.05741627","50","3.666666667","4.2","30.63333333","34.83333333","7.333333333","8.4","61.26666667","69.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01871","","","","10","7","2","1","3","3","2","5","3","11","1","0.32","18.16","7.76","1.32","19.48","14","0.333333333","0.029090909","0.094285714","2.8","1.4","0.6","0.3","0.264","0.132","3.632","1.816","21.42857143","6.776180698","50","3.333333333","4.4","60.53333333","64.93333333","6.666666667","8.8","121.0666667","129.8666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01893","","","","10","4","1","1","3","2","2","3","2","11","0.36","0.32","6.17","10.5","0.68","6.85","13","0.18","0.029090909","0.052307692","4.333333333","1.3","0.666666667","0.2","0.226666667","0.068","2.056666667","0.617","15.38461538","9.927007299","30","1.2","2.266666667","20.56666667","22.83333333","4","7.555555556","68.55555556","76.11111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01916","","","","10","6","1","1","1","1","2","6","16","10","5.6","0.52","10.23","1.17","6.12","16.35","26","0.35","0.052","0.235384615","4.333333333","2.6","2.666666667","1.6","1.02","0.612","1.705","1.023","61.53846154","37.43119266","60","18.66666667","20.4","34.1","54.5","31.11111111","34","56.83333333","90.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01938","","","","10","8","3","1","3","4","2","6","2","1","0.7","0.16","6.13","6.12","0.86","6.99","3","0.35","0.16","0.286666667","0.5","0.3","0.333333333","0.2","0.143333333","0.086","1.021666667","0.613","66.66666667","12.30329041","60","2.333333333","2.866666667","20.43333333","23.3","3.888888889","4.777777778","34.05555556","38.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01960","","","","10","4","3","1","5","4","2","2","1","1","0.44","0.04","2.1","6.12","0.48","2.58","2","0.44","0.04","0.24","1","0.2","0.5","0.1","0.24","0.048","1.05","0.21","50","18.60465116","20","1.466666667","1.6","7","8.6","7.333333333","8","35","43"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01961","","","","10","1","1","1","4","1","1","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01983","","","","10","5","2","1","3","2","2","5","2","11","0.7","0.36","5.13","3.03","1.06","6.19","13","0.35","0.032727273","0.081538462","2.6","1.3","0.4","0.2","0.212","0.106","1.026","0.513","15.38461538","17.12439418","50","2.333333333","3.533333333","17.1","20.63333333","4.666666667","7.066666667","34.2","41.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02005","","","","10","9","3","1","4","4","2","8","8","18","1","0.72","8.16","10.5","1.72","9.88","26","0.125","0.04","0.066153846","3.25","2.6","1","0.8","0.215","0.172","1.02","0.816","30.76923077","17.40890688","80","3.333333333","5.733333333","27.2","32.93333333","4.166666667","7.166666667","34","41.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02028","","","","10","10","2","2","2","2","2","10","19","11","2.4","0.6","10.2","7.23","3","13.2","30","0.126315789","0.054545455","0.1","3","3","1.9","1.9","0.3","0.3","1.02","1.02","63.33333333","22.72727273","100","8","10","34","44","8","10","34","44"
