"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01132","","","","10","10","8","3","2","3","1","9","39","16","1.9","3.6","3","7.76","5.5","8.5","55","0.225","0.048717949","0.1","6.111111111","5.5","1.777777778","1.6","0.611111111","0.55","0.333333333","0.3","29.09090909","64.70588235","90","12","18.33333333","10","28.33333333","13.33333333","20.37037037","11.11111111","31.48148148"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01154","","","","10","10","6","4","1","3","1","10","15","18","0.8","4.2","2.3","10.5","5","7.3","33","0.233333333","0.053333333","0.151515152","3.3","3.3","1.8","1.8","0.5","0.5","0.23","0.23","54.54545455","68.49315068","100","14","16.66666667","7.666666667","24.33333333","14","16.66666667","7.666666667","24.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01176","","","","10","10","9","2","1","3","1","10","53","14","1","5.4","11","11.03","6.4","17.4","67","0.385714286","0.018867925","0.095522388","6.7","6.7","1.4","1.4","0.64","0.64","1.1","1.1","20.89552239","36.7816092","100","18","21.33333333","36.66666667","58","18","21.33333333","36.66666667","58"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01177","","","","10","10","8","5","1","4","1","8","9","10","0.24","1.1","2","3.76","1.34","3.34","19","0.11","0.026666667","0.070526316","2.375","1.9","1.25","1","0.1675","0.134","0.25","0.2","52.63157895","40.11976048","80","3.666666667","4.466666667","6.666666667","11.13333333","4.583333333","5.583333333","8.333333333","13.91666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01199","","","","10","10","7","5","2","3","1","10","4","7","0.24","1","1","4.61","1.24","2.24","11","0.142857143","0.06","0.112727273","1.1","1.1","0.7","0.7","0.124","0.124","0.1","0.1","63.63636364","55.35714286","100","3.333333333","4.133333333","3.333333333","7.466666667","3.333333333","4.133333333","3.333333333","7.466666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01221","","","","10","10","8","1","1","4","2","8","15","30","1.7","8.7","6","10.5","10.4","16.4","45","0.29","0.113333333","0.231111111","5.625","4.5","3.75","3","1.3","1.04","0.75","0.6","66.66666667","63.41463415","80","29","34.66666667","20","54.66666667","36.25","43.33333333","25","68.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01244","","","","10","10","8","4","2","6","1","9","10","17","0.44","3.3","3","4.61","3.74","6.74","27","0.194117647","0.044","0.138518519","3","2.7","1.888888889","1.7","0.415555556","0.374","0.333333333","0.3","62.96296296","55.48961424","90","11","12.46666667","10","22.46666667","12.22222222","13.85185185","11.11111111","24.96296296"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01266","","","","10","10","8","4","2","3","1","10","18","14","0.6","2.5","3","11.03","3.1","6.1","32","0.178571429","0.033333333","0.096875","3.2","3.2","1.4","1.4","0.31","0.31","0.3","0.3","43.75","50.81967213","100","8.333333333","10.33333333","10","20.33333333","8.333333333","10.33333333","10","20.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01288","","","","10","10","9","4","1","6","2","10","31","16","1.2","4.3","10","3.76","5.5","15.5","47","0.26875","0.038709677","0.117021277","4.7","4.7","1.6","1.6","0.55","0.55","1","1","34.04255319","35.48387097","100","14.33333333","18.33333333","33.33333333","51.66666667","14.33333333","18.33333333","33.33333333","51.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01289","","","","10","10","7","5","2","4","1","10","4","14","0.08","2.6","2.4","4.61","2.68","5.08","18","0.185714286","0.02","0.148888889","1.8","1.8","1.4","1.4","0.268","0.268","0.24","0.24","77.77777778","52.75590551","100","8.666666667","8.933333333","8","16.93333333","8.666666667","8.933333333","8","16.93333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01311","","","","10","10","7","3","1","3","2","10","26","11","1","1.7","2","7.23","2.7","4.7","37","0.154545455","0.038461538","0.072972973","3.7","3.7","1.1","1.1","0.27","0.27","0.2","0.2","29.72972973","57.44680851","100","5.666666667","9","6.666666667","15.66666667","5.666666667","9","6.666666667","15.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01333","","","","10","10","8","3","1","3","1","10","13","20","1.3","4.7","3.5","7.76","6","9.5","33","0.235","0.1","0.181818182","3.3","3.3","2","2","0.6","0.6","0.35","0.35","60.60606061","63.15789474","100","15.66666667","20","11.66666667","31.66666667","15.66666667","20","11.66666667","31.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01356","","","","10","10","7","2","1","3","1","10","20","14","0.8","3.5","2.6","7.23","4.3","6.9","34","0.25","0.04","0.126470588","3.4","3.4","1.4","1.4","0.43","0.43","0.26","0.26","41.17647059","62.31884058","100","11.66666667","14.33333333","8.666666667","23","11.66666667","14.33333333","8.666666667","23"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01378","","","","10","10","7","4","2","3","2","7","38","12","1.4","1.6","1.8","3.76","3","4.8","50","0.133333333","0.036842105","0.06","7.142857143","5","1.714285714","1.2","0.428571429","0.3","0.257142857","0.18","24","62.5","70","5.333333333","10","6","16","7.619047619","14.28571429","8.571428571","22.85714286"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01400","","","","10","10","8","2","1","3","1","10","23","22","1.4","5.8","3","10.5","7.2","10.2","45","0.263636364","0.060869565","0.16","4.5","4.5","2.2","2.2","0.72","0.72","0.3","0.3","48.88888889","70.58823529","100","19.33333333","24","10","34","19.33333333","24","10","34"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01401","","","","10","10","7","3","2","2","2","10","7","19","0.2","4.3","0.9","4.61","4.5","5.4","26","0.226315789","0.028571429","0.173076923","2.6","2.6","1.9","1.9","0.45","0.45","0.09","0.09","73.07692308","83.33333333","100","14.33333333","15","3","18","14.33333333","15","3","18"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01423","","","","10","10","8","3","2","5","1","10","20","28","0.8","5.6","7","10.5","6.4","13.4","48","0.2","0.04","0.133333333","4.8","4.8","2.8","2.8","0.64","0.64","0.7","0.7","58.33333333","47.76119403","100","18.66666667","21.33333333","23.33333333","44.66666667","18.66666667","21.33333333","23.33333333","44.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01445","","","","10","10","8","2","1","4","1","10","23","32","1","7.2","10","4.61","8.2","18.2","55","0.225","0.043478261","0.149090909","5.5","5.5","3.2","3.2","0.82","0.82","1","1","58.18181818","45.05494505","100","24","27.33333333","33.33333333","60.66666667","24","27.33333333","33.33333333","60.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01468","","","","10","10","8","3","2","3","1","9","31","18","1.7","5.6","4","10.5","7.3","11.3","49","0.311111111","0.05483871","0.148979592","5.444444444","4.9","2","1.8","0.811111111","0.73","0.444444444","0.4","36.73469388","64.60176991","90","18.66666667","24.33333333","13.33333333","37.66666667","20.74074074","27.03703704","14.81481481","41.85185185"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01490","","","","10","10","7","2","2","3","1","9","26","12","0.7","2.5","3","11.03","3.2","6.2","38","0.208333333","0.026923077","0.084210526","4.222222222","3.8","1.333333333","1.2","0.355555556","0.32","0.333333333","0.3","31.57894737","51.61290323","90","8.333333333","10.66666667","10","20.66666667","9.259259259","11.85185185","11.11111111","22.96296296"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01512","","","","10","9","8","2","1","3","1","9","7","13","0.34","3.7","6.5","10.5","4.04","10.54","20","0.284615385","0.048571429","0.202","2.222222222","2","1.444444444","1.3","0.448888889","0.404","0.722222222","0.65","65","38.33017078","90","12.33333333","13.46666667","21.66666667","35.13333333","13.7037037","14.96296296","24.07407407","39.03703704"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01513","","","","10","9","7","4","2","4","1","9","5","16","0.2","2.1","1","7.76","2.3","3.3","21","0.13125","0.04","0.10952381","2.333333333","2.1","1.777777778","1.6","0.255555556","0.23","0.111111111","0.1","76.19047619","69.6969697","90","7","7.666666667","3.333333333","11","7.777777778","8.518518519","3.703703704","12.22222222"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01535","","","","10","10","8","1","1","3","1","10","8","18","0.24","4","2.5","10.5","4.24","6.74","26","0.222222222","0.03","0.163076923","2.6","2.6","1.8","1.8","0.424","0.424","0.25","0.25","69.23076923","62.90801187","100","13.33333333","14.13333333","8.333333333","22.46666667","13.33333333","14.13333333","8.333333333","22.46666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01557","","","","10","10","8","1","1","3","1","10","20","30","0.5","7.8","8","10.5","8.3","16.3","50","0.26","0.025","0.166","5","5","3","3","0.83","0.83","0.8","0.8","60","50.9202454","100","26","27.66666667","26.66666667","54.33333333","26","27.66666667","26.66666667","54.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01580","","","","10","10","8","4","1","4","1","9","17","13","0.6","2.6","2.5","11.03","3.2","5.7","30","0.2","0.035294118","0.106666667","3.333333333","3","1.444444444","1.3","0.355555556","0.32","0.277777778","0.25","43.33333333","56.14035088","90","8.666666667","10.66666667","8.333333333","19","9.62962963","11.85185185","9.259259259","21.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01602","","","","10","10","8","4","2","5","1","8","13","28","0.4","7","9","10.5","7.4","16.4","41","0.25","0.030769231","0.180487805","5.125","4.1","3.5","2.8","0.925","0.74","1.125","0.9","68.29268293","45.12195122","80","23.33333333","24.66666667","30","54.66666667","29.16666667","30.83333333","37.5","68.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01624","","","","10","10","7","3","2","4","1","10","13","16","0.64","3.2","7","10.5","3.84","10.84","29","0.2","0.049230769","0.132413793","2.9","2.9","1.6","1.6","0.384","0.384","0.7","0.7","55.17241379","35.42435424","100","10.66666667","12.8","23.33333333","36.13333333","10.66666667","12.8","23.33333333","36.13333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01625","","","","10","10","8","4","2","4","1","10","37","25","1","4.2","2.5","7.76","5.2","7.7","62","0.168","0.027027027","0.083870968","6.2","6.2","2.5","2.5","0.52","0.52","0.25","0.25","40.32258065","67.53246753","100","14","17.33333333","8.333333333","25.66666667","14","17.33333333","8.333333333","25.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01647","","","","10","10","9","3","1","4","1","9","39","31","1.7","6.2","5","11.03","7.9","12.9","70","0.2","0.043589744","0.112857143","7.777777778","7","3.444444444","3.1","0.877777778","0.79","0.555555556","0.5","44.28571429","61.24031008","90","20.66666667","26.33333333","16.66666667","43","22.96296296","29.25925926","18.51851852","47.77777778"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01669","","","","10","10","8","3","1","5","1","8","40","44","1.6","7.6","7","10.5","9.2","16.2","84","0.172727273","0.04","0.10952381","10.5","8.4","5.5","4.4","1.15","0.92","0.875","0.7","52.38095238","56.79012346","80","25.33333333","30.66666667","23.33333333","54","31.66666667","38.33333333","29.16666667","67.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01692","","","","10","10","8","3","2","5","2","10","28","13","1","2.7","2.1","7.76","3.7","5.8","41","0.207692308","0.035714286","0.090243902","4.1","4.1","1.3","1.3","0.37","0.37","0.21","0.21","31.70731707","63.79310345","100","9","12.33333333","7","19.33333333","9","12.33333333","7","19.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01714","","","","10","10","9","1","1","3","1","8","50","20","1.5","4.4","10","12.39","5.9","15.9","70","0.22","0.03","0.084285714","8.75","7","2.5","2","0.7375","0.59","1.25","1","28.57142857","37.10691824","80","14.66666667","19.66666667","33.33333333","53","18.33333333","24.58333333","41.66666667","66.25"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01736","","","","10","10","7","2","2","3","2","10","31","20","0.8","4.6","2.9","10.5","5.4","8.3","51","0.23","0.025806452","0.105882353","5.1","5.1","2","2","0.54","0.54","0.29","0.29","39.21568627","65.06024096","100","15.33333333","18","9.666666667","27.66666667","15.33333333","18","9.666666667","27.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01737","","","","10","10","8","3","1","3","1","10","13","15","1","3","2","7.76","4","6","28","0.2","0.076923077","0.142857143","2.8","2.8","1.5","1.5","0.4","0.4","0.2","0.2","53.57142857","66.66666667","100","10","13.33333333","6.666666667","20","10","13.33333333","6.666666667","20"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01759","","","","10","10","8","4","2","4","2","9","20","17","1","3","8","12.39","4","12","37","0.176470588","0.05","0.108108108","4.111111111","3.7","1.888888889","1.7","0.444444444","0.4","0.888888889","0.8","45.94594595","33.33333333","90","10","13.33333333","26.66666667","40","11.11111111","14.81481481","29.62962963","44.44444444"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01781","","","","10","10","8","3","1","4","1","10","44","32","1.4","6.8","11","7.76","8.2","19.2","76","0.2125","0.031818182","0.107894737","7.6","7.6","3.2","3.2","0.82","0.82","1.1","1.1","42.10526316","42.70833333","100","22.66666667","27.33333333","36.66666667","64","22.66666667","27.33333333","36.66666667","64"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01804","","","","10","10","7","3","1","5","2","10","13","20","0.59","3.5","2","12.39","4.09","6.09","33","0.175","0.045384615","0.123939394","3.3","3.3","2","2","0.409","0.409","0.2","0.2","60.60606061","67.1592775","100","11.66666667","13.63333333","6.666666667","20.3","11.66666667","13.63333333","6.666666667","20.3"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01826","","","","10","10","8","2","1","4","2","9","31","26","1.8","5","16","10.5","6.8","22.8","57","0.192307692","0.058064516","0.119298246","6.333333333","5.7","2.888888889","2.6","0.755555556","0.68","1.777777778","1.6","45.61403509","29.8245614","90","16.66666667","22.66666667","53.33333333","76","18.51851852","25.18518519","59.25925926","84.44444444"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01848","","","","10","10","7","3","1","3","2","10","14","18","0.8","2.8","1.5","10.5","3.6","5.1","32","0.155555556","0.057142857","0.1125","3.2","3.2","1.8","1.8","0.36","0.36","0.15","0.15","56.25","70.58823529","100","9.333333333","12","5","17","9.333333333","12","5","17"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01849","","","","10","10","8","6","2","6","1","10","24","22","0.5","4","3.5","11.03","4.5","8","46","0.181818182","0.020833333","0.097826087","4.6","4.6","2.2","2.2","0.45","0.45","0.35","0.35","47.82608696","56.25","100","13.33333333","15","11.66666667","26.66666667","13.33333333","15","11.66666667","26.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01871","","","","10","9","8","2","1","5","2","5","20","13","0.6","2","3.1","10.5","2.6","5.7","33","0.153846154","0.03","0.078787879","6.6","3.3","2.6","1.3","0.52","0.26","0.62","0.31","39.39393939","45.61403509","50","6.666666667","8.666666667","10.33333333","19","13.33333333","17.33333333","20.66666667","38"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01893","","","","10","10","8","3","1","2","1","8","20","13","0.88","3.6","7","10.5","4.48","11.48","33","0.276923077","0.044","0.135757576","4.125","3.3","1.625","1.3","0.56","0.448","0.875","0.7","39.39393939","39.02439024","80","12","14.93333333","23.33333333","38.26666667","15","18.66666667","29.16666667","47.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01916","","","","10","10","8","5","1","6","2","10","10","14","0.3","3","2","10.5","3.3","5.3","24","0.214285714","0.03","0.1375","2.4","2.4","1.4","1.4","0.33","0.33","0.2","0.2","58.33333333","62.26415094","100","10","11","6.666666667","17.66666667","10","11","6.666666667","17.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01938","","","","10","10","8","3","2","5","2","10","37","22","1.5","5","5","11.03","6.5","11.5","59","0.227272727","0.040540541","0.110169492","5.9","5.9","2.2","2.2","0.65","0.65","0.5","0.5","37.28813559","56.52173913","100","16.66666667","21.66666667","16.66666667","38.33333333","16.66666667","21.66666667","16.66666667","38.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01960","","","","10","10","8","5","2","5","2","10","3","9","0.1","1.7","1.6","7.76","1.8","3.4","12","0.188888889","0.033333333","0.15","1.2","1.2","0.9","0.9","0.18","0.18","0.16","0.16","75","52.94117647","100","5.666666667","6","5.333333333","11.33333333","5.666666667","6","5.333333333","11.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01961","","","","10","10","8","3","2","4","2","10","10","11","0.5","2","1.5","7.76","2.5","4","21","0.181818182","0.05","0.119047619","2.1","2.1","1.1","1.1","0.25","0.25","0.15","0.15","52.38095238","62.5","100","6.666666667","8.333333333","5","13.33333333","6.666666667","8.333333333","5","13.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01983","","","","10","10","8","2","1","4","2","10","32","18","0.8","3","8","11.03","3.8","11.8","50","0.166666667","0.025","0.076","5","5","1.8","1.8","0.38","0.38","0.8","0.8","36","32.20338983","100","10","12.66666667","26.66666667","39.33333333","10","12.66666667","26.66666667","39.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02005","","","","10","10","8","3","1","4","2","10","30","22","2.1","4","6.5","11.03","6.1","12.6","52","0.181818182","0.07","0.117307692","5.2","5.2","2.2","2.2","0.61","0.61","0.65","0.65","42.30769231","48.41269841","100","13.33333333","20.33333333","21.66666667","42","13.33333333","20.33333333","21.66666667","42"
